h11,cy_index,triag_index,tau,cy_volume,f_GeV,g_eff_GeV_inv,mass
100,0,7,36.12499999749707,3835519.146392867,11484496410366.83,1.011550590960933e-16,2.6594399941623268e-17
100,0,7,30.24999999984084,3835519.146392867,16354217988166.945,7.103457431716296e-17,1.936348151928234e-09
100,0,7,69.69444444444434,3835519.146392867,17605124074560.09,6.59873175650173e-17,2.740986185991275e-63
100,0,7,65.74999999982174,3835519.146392867,16740881788728.201,6.93938902227792e-17,6.941835795134713e-58
100,0,7,51.99999999171996,3835519.146392867,18697898207781.855,6.213077535078436e-17,3.5779539895744307e-39
100,0,7,57.249999986750936,3835519.146392867,15901590699826.674,7.305652214354824e-17,2.8907539052408376e-46
100,0,7,21.999999997195573,3835519.146392867,24648447613257.094,4.713136223859807e-17,231.70135751422563
100,0,7,56.00000002668639,3835519.146392867,20420503118743.098,5.688963226440979e-17,1.1424985078927013e-44
100,0,7,11.500000006196274,3835519.146392867,26713423751172.832,4.348805768592369e-17,4.528353270401958e+16
100,0,7,71.99999999072566,3835519.146392867,18671413575436.918,6.221890530065791e-17,1.8480906438666717e-66
100,0,7,61.62500000146878,3835519.146392867,16026807209689.04,7.24857357975337e-17,3.0793433143730243e-52
100,0,7,59.62500000002632,3835519.146392867,14845661287096.291,7.825282354308324e-17,1.7801569149179283e-49
100,0,7,68.00000000672935,3835519.146392867,18522180400561.418,6.272020291111709e-17,5.342121372019126e-61
100,0,7,33.333333335083466,3835519.146392867,20904353064644.902,5.557287085072785e-17,9.409128553394302e-14
100,0,8,1.5000000069709358,1407191.7694688214,90336017339835.95,1.2859930593456e-17,5.8962033203113044e+29
100,0,8,2.4999999983181738,1407191.7694688214,77530148752587.78,1.4984040812133133e-17,2.9688375309448617e+28
100,0,8,29.572916666681934,1407191.7694688214,23805823936001.98,4.879960954943658e-17,1.1161601158123789e-08
100,0,8,39.45833333322116,1407191.7694688214,18167140331310.223,6.394594261361907e-17,4.760958527300386e-22
100,0,8,4.999999990899596,1407191.7694688214,51287654876093.98,2.265096573212636e-17,1.7422213555531181e+25
100,0,8,9.500000010734311,1407191.7694688214,50963802610799.97,2.279490253016057e-17,1.2710444247065383e+19
100,0,8,15.499999996698762,1407191.7694688214,45461319747662.65,2.5553919673422078e-17,92794537571.87747
100,0,8,15.319444449661091,1407191.7694688214,43567976168543.35,2.6664422248704347e-17,170742951142.6311
100,0,8,1.9999999927744057,1407191.7694688214,70631397447689.55,1.644757084043124e-17,1.5676439632184548e+29
100,0,8,47.7916666670435,1407191.7694688214,22837195148726.01,5.086942181445321e-17,1.616349439083767e-33
100,0,8,32.27962239573168,1407191.7694688214,35757134837479.805,3.24890380160394e-17,1.5068905565510499e-12
100,0,8,47.25000000012869,1407191.7694688214,32061960566699.504,3.6233433406630767e-17,6.31284514659487e-33
100,0,8,17.187499998158955,1407191.7694688214,39053791029357.914,2.9746533754078625e-17,538413764.2620231
100,0,8,40.999999999407464,1407191.7694688214,31582117706456.17,3.6783946025318136e-17,2.158371394676967e-24
100,0,8,60.291666666212905,1407191.7694688214,32162658814093.426,3.6119989948420364e-17,1.011862856970861e-50
100,0,8,12.687499999554149,1407191.7694688214,38202176847640.44,3.0409652248685443e-17,759250054262955.9
100,0,8,53.74999999902775,1407191.7694688214,33881939469156.95,3.4287143276938094e-17,8.087245951357272e-42
100,0,8,46.24999999691045,1407191.7694688214,35425673551308.1,3.279302259128483e-17,1.322127850978689e-31
100,0,8,27.875000006522896,1407191.7694688214,33991551956008.53,3.417657759736907e-17,1.6204516046033608e-06
100,0,8,25.000000006366122,1407191.7694688214,40154113826063.03,2.8931404590617264e-17,0.011477809981662026
